rank,team_name,avatar_url,highest_kaggle_rank,score,submit_times,last_submit
1,Electric Weasle,https://storage.googleapis.com/kaggle-avatars/thumbnails/69150-kg.jpg?t=2023-10-24-20-21-56,contributor,0.25,9,6d
2,Ahmed Mahmoud Salem,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,10,4d
3,Dmitriy Guller,https://storage.googleapis.com/kaggle-avatars/thumbnails/217822-kg.png,master,0.25,6,3d
4,FabienPv,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,13,1d
6,ZhuJingnan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,22,14h
7,Fengqian,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,22,6h
8,SGMA1024,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25001,17,9h
9,matvikkk,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25051,46,5m
10,Edgar,https://storage.googleapis.com/kaggle-avatars/thumbnails/392856-gr.jpg,novice,0.25372,28,18h
11,MikeSas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25468,23,3d
12,Lucas Pukas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.26146,8,4d
14,OminousDude,https://storage.googleapis.com/kaggle-avatars/thumbnails/8531166-kg.png?t=2023-10-18-15-24-52,contributor,0.27492,37,2d
15,Andrei Lazanu,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.27839,23,2d
16,Hamachi,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.27846,42,2h
17,liuyifan233,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.28543,11,4d
18,Ravi Ramakrishnan,https://storage.googleapis.com/kaggle-avatars/thumbnails/8273630-kg.jpg,grand master,0.28912,23,2h
19,Chinaski,https://storage.googleapis.com/kaggle-avatars/thumbnails/5730174-kg.jpg,expert,0.29,23,1d
20,Francesc Oliveras,https://storage.googleapis.com/kaggle-avatars/thumbnails/11123118-kg.png,master,0.2932,3,2d
21,BrainAI_hwlee,https://storage.googleapis.com/kaggle-avatars/thumbnails/11320172-kg.jpg,contributor,0.2932,28,24m
22,Anil Yagiz,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.2932,4,2d
23,Mathurin Aché,https://storage.googleapis.com/kaggle-avatars/thumbnails/18463-kg.png,grand master,0.2932,13,4h
24,Efecan Guler,https://storage.googleapis.com/kaggle-avatars/thumbnails/15622137-kg.png,contributor,0.29412,8,2d
25,Nikolay Abramov,https://storage.googleapis.com/kaggle-avatars/thumbnails/847705-kg.JPG?t=2023-10-11-05-55-21,expert,0.2953,27,5d
26,Shreyas Sukhadeve IIT,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.29626,5,6d
27,Tony Yun Yang99,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.2978,25,2d
28,Chinmaya,https://storage.googleapis.com/kaggle-avatars/thumbnails/6064288-kg.jpeg?t=2023-11-14-05-08-34,contributor,0.29813,43,1d
29,ITASps,https://storage.googleapis.com/kaggle-avatars/thumbnails/13468784-kg.jpeg?t=2023-11-02-12-00-23,contributor,0.29813,23,5d
30,Daniel Popov,https://storage.googleapis.com/kaggle-avatars/thumbnails/5394137-kg.png?t=2023-11-11-07-58-38,contributor,0.29818,44,4h
31,Yoobin Park,https://storage.googleapis.com/kaggle-avatars/thumbnails/16471732-kg.png?t=2023-09-12-16-01-17,contributor,0.29898,17,2d
32,Tetsuya Sasaki,https://storage.googleapis.com/kaggle-avatars/thumbnails/6437951-kg.jpeg,master,0.29953,14,1d
33,Syed Subahani,https://storage.googleapis.com/kaggle-avatars/thumbnails/16365312-kg.jpg?t=2023-11-15-17-26-22,contributor,0.29956,19,3d
34,wasjaip,https://storage.googleapis.com/kaggle-avatars/thumbnails/13372827-kg.jpg?t=2023-11-14-04-23-04,contributor,0.2999,28,13h
35,Laurent Pourchot,https://storage.googleapis.com/kaggle-avatars/thumbnails/6191256-kg.jpg,master,0.3,33,2d
36,Yan Teixeira,https://storage.googleapis.com/kaggle-avatars/thumbnails/13062964-kg.jpeg,expert,0.3,28,6h
