rank,team_name,avatar_url,highest_kaggle_rank,score,submit_times,last_submit
1,Electric Weasle,https://storage.googleapis.com/kaggle-avatars/thumbnails/69150-kg.jpg?t=2023-10-24-20-21-56,contributor,0.25,9,10d
2,Ahmed Mahmoud Salem,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,12,3d
3,Dmitriy Guller,https://storage.googleapis.com/kaggle-avatars/thumbnails/217822-kg.png,master,0.25,6,7d
4,FabienPv,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,13,5d
5,지스트파이팅,https://storage.googleapis.com/kaggle-avatars/thumbnails/17050265-kg.jpg?t=2023-11-28-17-22-02,contributor,0.25,17,2d
6,ZhuJingnan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,22,5d
7,Sebastian Dirndorfer,https://storage.googleapis.com/kaggle-avatars/thumbnails/7341746-kg.jpg,contributor,0.25,17,4d
8,Sercan Yeşilöz,https://storage.googleapis.com/kaggle-avatars/thumbnails/2926451-kg.jpg,master,0.25,45,3d
9,Jorge López,https://storage.googleapis.com/kaggle-avatars/thumbnails/16445855-kg.jpg?t=2023-10-16-14-11-08,contributor,0.25,19,4d
10,aldparis,https://storage.googleapis.com/kaggle-avatars/thumbnails/275525-kg.jpg,expert,0.25,4,3d
11,Yan Teixeira,https://storage.googleapis.com/kaggle-avatars/thumbnails/13062964-kg.jpeg,expert,0.25,42,10h
12,Hardy Xu,https://storage.googleapis.com/kaggle-avatars/thumbnails/420768-fb.jpg,contributor,0.25,20,2d
13,Just4Fun,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,17,2d
14,Laurent Pourchot,https://storage.googleapis.com/kaggle-avatars/thumbnails/6191256-kg.jpg,master,0.25,37,2d
15,SGMA1024,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,24,2d
16,SGMACPY,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,11,2d
17,Oscar Aguilar,https://storage.googleapis.com/kaggle-avatars/thumbnails/1822542-kg.jpg,master,0.25,51,2d
18,paddykb,https://storage.googleapis.com/kaggle-avatars/thumbnails/175917-kg.jpg,master,0.25,1,2d
19,Daniel Popov,https://storage.googleapis.com/kaggle-avatars/thumbnails/5394137-kg.png?t=2023-11-11-07-58-38,contributor,0.25,55,2d
20,HAFIZ MUHAMMAD IMRAN KHAN,https://storage.googleapis.com/kaggle-avatars/thumbnails/4461810-kg.jpg?t=2023-11-18-13-15-56,contributor,0.25,14,2d
21,BrainAI_hwlee,https://storage.googleapis.com/kaggle-avatars/thumbnails/11320172-kg.jpg,contributor,0.25,32,14h
22,Agnieszka Ziegert,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,1,2d
23,Maher el Ouahabi,https://storage.googleapis.com/kaggle-avatars/thumbnails/4696479-kg.jpg,expert,0.25,7,2d
24,xy,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,5,2d
25,Anil Yagiz,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,5,2d
26,Chinaski,https://storage.googleapis.com/kaggle-avatars/thumbnails/5730174-kg.jpg,expert,0.25,34,1h
27,JATIN CHAWDA,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,27,1d
28,blameitonthemoon,https://storage.googleapis.com/kaggle-avatars/thumbnails/17331874-kg.jpg?t=2023-11-24-09-28-57,contributor,0.25,4,2d
29,google-pirates,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,27,2d
30,OminousDude,https://storage.googleapis.com/kaggle-avatars/thumbnails/8531166-kg.png?t=2023-10-18-15-24-52,contributor,0.25,52,14h
31,t_murmt,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,13,1d
32,bestwater,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,48,13h
33,e_landeros,https://storage.googleapis.com/kaggle-avatars/thumbnails/859488-kg.jpeg,contributor,0.25,18,1d
34,Hanzhang Fang,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,5,1d
35,Mansour,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,58,5h
36,Ale uy,https://storage.googleapis.com/kaggle-avatars/thumbnails/2708643-kg.JPG?t=2023-09-29-14-34-01,contributor,0.25,57,4m
37,Gyojoon Gu,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,15,8h
38,Jimin Wang,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,22,1d
39,Ravi Ramakrishnan,https://storage.googleapis.com/kaggle-avatars/thumbnails/8273630-kg.jpg,grand master,0.25,27,1d
40,higo_DM2,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,22,1d
41,Mandritsa Mikhail,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,29,1d
42,musioy,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,23,1d
43,Sang Nguyen,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,4,1d
45,YangAoTian,https://storage.googleapis.com/kaggle-avatars/thumbnails/10594563-kg.jpg?t=2023-11-26-07-28-12,contributor,0.25,67,1d
46,MAOK-Yongsuk,https://storage.googleapis.com/kaggle-avatars/thumbnails/12106969-kg.png,contributor,0.25,31,1d
47,tuttiii,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,5,1d
48,Hamachi,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,55,1d
49,qpuch,https://storage.googleapis.com/kaggle-avatars/thumbnails/15903948-kg.jpg?t=2023-11-24-01-37-39,novice,0.25,10,1d
50,Den TTT,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,1,1d
51,Sreya reddy,https://storage.googleapis.com/kaggle-avatars/thumbnails/5237096-kg.jpg,contributor,0.25,3,1d
52,Eishkaran Singh,https://storage.googleapis.com/kaggle-avatars/thumbnails/12605415-kg.jpeg,master,0.25,8,1d
53,HaoQingSong,https://storage.googleapis.com/kaggle-avatars/thumbnails/9506739-kg.jpg,contributor,0.25,7,1d
54,Shane Simon,https://storage.googleapis.com/kaggle-avatars/thumbnails/12236136-kg.jpg?t=2023-10-08-11-51-35,expert,0.25,50,18h
56,pc1975,https://storage.googleapis.com/kaggle-avatars/thumbnails/4701119-kg.jpeg,contributor,0.25,4,3h
57,Neha,https://storage.googleapis.com/kaggle-avatars/thumbnails/4393104-kg.jpg,contributor,0.25,12,19h
58,kgrou0,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,5,1d
59,norm,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,12,18h
60,FanshuoZeng,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,5,21h
61,Ryo Asashi,https://storage.googleapis.com/kaggle-avatars/thumbnails/4701871-kg.jpg,expert,0.25,6,8m
62,Mateusz Kowalczyk,https://storage.googleapis.com/kaggle-avatars/thumbnails/13251128-kg.jpg?t=2023-09-20-14-11-06,master,0.25,15,16h
63,AbduIIah AItay,https://storage.googleapis.com/kaggle-avatars/thumbnails/5007706-kg.jpg,contributor,0.25,12,16h
64,xiaomo k,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,7,15h
65,rockieCao,https://storage.googleapis.com/kaggle-avatars/thumbnails/501321-kg.png?t=2023-10-24-21-14-06,novice,0.25,29,14h
66,Rique,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,9,13h
67,Cards,https://storage.googleapis.com/kaggle-avatars/thumbnails/4398416-kg.jpg,expert,0.25,15,11h
68,Sarun P M,https://storage.googleapis.com/kaggle-avatars/thumbnails/17084120-kg.jpeg?t=2023-10-10-05-25-02,contributor,0.25,16,11h
69,Ethan S. Lee,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,1,10h
70,Alex Dstory,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,13,1h
71,Ludus Magnus,https://storage.googleapis.com/kaggle-avatars/thumbnails/4965276-kg.jpg,expert,0.25,30,7h
72,Jotaro,https://storage.googleapis.com/kaggle-avatars/thumbnails/1068780-gr.jpg,contributor,0.25,3,9h
73,Edgar,https://storage.googleapis.com/kaggle-avatars/thumbnails/392856-gr.jpg,novice,0.25,45,9h
74,CheeseGue,https://storage.googleapis.com/kaggle-avatars/thumbnails/15931444-kg.png?t=2023-11-29-07-31-59,novice,0.25,7,7h
75,Carryou,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,1,7h
76,JunsuJeong,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,37,7h
77,Semih Günak,https://storage.googleapis.com/kaggle-avatars/thumbnails/15714431-kg.jpg?t=2023-10-23-11-26-37,expert,0.25,7,7h
78,Satya,https://storage.googleapis.com/kaggle-avatars/thumbnails/8185869-kg.jpg?t=2023-10-07-12-43-03,master,0.25,50,6h
79,Mathurin Aché,https://storage.googleapis.com/kaggle-avatars/thumbnails/18463-kg.png,grand master,0.25,19,6h
80,Spiritmilk,https://storage.googleapis.com/kaggle-avatars/thumbnails/8060745-kg.jpg,expert,0.25,5,5h
81,Syed Subahani,https://storage.googleapis.com/kaggle-avatars/thumbnails/16365312-kg.jpg?t=2023-11-15-17-26-22,contributor,0.25,21,4h
82,M V Vignesh,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,2,4h
83,🇵🇸 Morpheus 🇵🇸,https://storage.googleapis.com/kaggle-avatars/thumbnails/16658462-kg.jpeg?t=2023-11-11-06-28-12,contributor,0.25,5,4h
84,Deepika Chavan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,2,4h
85,mexwell,https://storage.googleapis.com/kaggle-avatars/thumbnails/3952497-kg.jpeg?t=2023-09-10-11-32-10,expert,0.25,7,2h
86,Izzan S. A.,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,6,2h
87,Amihua,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,8,2h
88,Dominique Hummel,https://storage.googleapis.com/kaggle-avatars/thumbnails/17787195-gr.jpg,novice,0.25,19,39m
89,Fengqian,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25,28,24m
90,MikeSas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25008,38,12h
91,matvikkk,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.2505,57,1d
92,SuperNova-95,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.25627,30,10h
93,Lucas Pukas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.26146,10,2d
95,Master Jiraiya,https://storage.googleapis.com/kaggle-avatars/thumbnails/13738648-kg.jpg?t=2023-09-11-13-01-47,master,0.27234,54,19h
96,Ivan Guschin,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.27634,42,1d
97,Andrei Lazanu,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.27839,23,6d
98,liuyifan233,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.28543,11,8d
99,Matthew Hetzel,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.2865,24,1d
100,Francesc Oliveras,https://storage.googleapis.com/kaggle-avatars/thumbnails/11123118-kg.png,master,0.2932,3,6d
101,Efecan Guler,https://storage.googleapis.com/kaggle-avatars/thumbnails/15622137-kg.png,contributor,0.29412,10,19h
102,Nikolay Abramov,https://storage.googleapis.com/kaggle-avatars/thumbnails/847705-kg.JPG?t=2023-10-11-05-55-21,expert,0.2953,27,9d
103,Shreyas Sukhadeve IIT,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.29626,5,10d
104,Tony Yun Yang99,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.2978,36,1d
105,Chinmaya,https://storage.googleapis.com/kaggle-avatars/thumbnails/6064288-kg.jpeg?t=2023-11-14-05-08-34,contributor,0.29813,56,5h
106,ITASps,https://storage.googleapis.com/kaggle-avatars/thumbnails/13468784-kg.jpeg?t=2023-11-02-12-00-23,contributor,0.29813,26,2d
107,Yoobin Park,https://storage.googleapis.com/kaggle-avatars/thumbnails/16471732-kg.png?t=2023-09-12-16-01-17,contributor,0.29898,17,6d
108,Tetsuya Sasaki,https://storage.googleapis.com/kaggle-avatars/thumbnails/6437951-kg.jpeg,master,0.29953,20,12h
109,wasjaip,https://storage.googleapis.com/kaggle-avatars/thumbnails/13372827-kg.jpg?t=2023-11-14-04-23-04,contributor,0.2999,28,5d
110,hardy,https://storage.googleapis.com/kaggle-avatars/thumbnails/7013214-kg.png?t=2023-10-23-11-53-22,contributor,0.3,33,6d
111,stephan1999,https://storage.googleapis.com/kaggle-avatars/thumbnails/8951430-kg.png,contributor,0.3,26,3d
112,Minh-Tuong Le,https://storage.googleapis.com/kaggle-avatars/thumbnails/4168999-kg.png,novice,0.3,14,3d
113,GEORGE DOUKAS,https://storage.googleapis.com/kaggle-avatars/thumbnails/6573070-kg.jpg,contributor,0.3,27,21h
114,jacob millet,https://storage.googleapis.com/kaggle-avatars/thumbnails/14651827-kg.png?t=2023-11-25-11-46-33,contributor,0.3,25,4h
115,wnmgrn,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30035,29,5d
116,noobs,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30044,2,10d
117,M1kh@1l,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30147,17,3d
118,Moatasem sharaf,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30242,30,6d
119,Cristian Leo,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30247,21,2d
120,maryu horyozaki,https://storage.googleapis.com/kaggle-avatars/thumbnails/8649699-kg.jpg?t=2023-11-26-13-23-57,contributor,0.30257,6,2d
121,SchwarzerWind,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.30528,11,4d
122,Muhammad Fathur Rizky,https://storage.googleapis.com/kaggle-avatars/thumbnails/13163748-kg.jpg?t=2023-09-04-06-30-21,novice,0.30532,23,2h
123,Clara,https://storage.googleapis.com/kaggle-avatars/thumbnails/3074841-kg.png,contributor,0.30559,15,6d
124,kitory Yeah やきとり,https://storage.googleapis.com/kaggle-avatars/thumbnails/11096647-kg.jpeg,contributor,0.30615,10,9d
125,The Data Dream,https://storage.googleapis.com/kaggle-avatars/thumbnails/7934753-kg.jpeg,contributor,0.30651,15,2d
126,Kaan Durgut,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.30701,3,9d
127,Sanjana Satish68l,https://storage.googleapis.com/kaggle-avatars/thumbnails/12193819-kg.jpeg,expert,0.30909,4,7d
128,Fatma Nur ÇETİNTÜRK,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.3091,38,3d
129,Demian2435,https://storage.googleapis.com/kaggle-avatars/thumbnails/16101251-gr.jpg,contributor,0.30928,27,3d
130,ianct,https://storage.googleapis.com/kaggle-avatars/thumbnails/928167-kg.jpg?t=2023-10-25-09-35-44,expert,0.30989,32,7h
